SampleID,SiO2,TiO2,Al2O3,Fe2O3,MnO,MgO,CaO,Na2O,K2O,P2O5,Cr2O3,Total C,Total S,LOI,Sum,Ba,Cu,Pb,Zn,Ag,Au,As,Sb,Bi,Cd,Hg,Tl,Se,V,Ni,Co,Sc,Rb,Sr,Cs,Sn,W,Mo,Ga,Be,U,Hf,Ta,Th,Nb,Y,Zr,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Wgt,Affinity,Group,Total_BM
E631782,62.29,0.311,15.49,2.66,0.08,0.93,5.18,4.49,2.34,0.123,0.003,1.44,0.53,6,99.85,350,2,32,250,0.5,400,45,0.1,<0.1,0.9,0.02,<0.1,<0.5,48,7.7,5.7,4,57,203,1,1,5.5,0.3,19.8,1,0.8,3.1,0.3,2.9,3.4,7.5,118.8,16.9,34.8,4.11,16.2,2.74,0.76,1.88,0.27,1.2,0.25,0.75,0.11,0.66,0.11,,ALK,Dacite,283.8
TI0327,60,0.347,17.18,3.63,0.1,1.73,5.11,3.89,3.22,0.108,0.002,1.11,0.61,4.5,99.79,698,65.9,2.9,173,<0.1,0.6,<0.5,<0.1,<0.1,0.3,<0.01,<0.1,0.7,42,15.5,6.8,8,71.7,218.1,0.9,2,0.7,0.7,20.9,<1,0.4,4.5,0.3,1.2,3.6,7.6,146.4,12.4,28.7,3.3,13.5,2.4,0.6,1.9,0.3,1.4,0.3,0.7,0.1,0.8,0.1,1,ALK,Dacite,241.8
03-PJM-006,63.34,0.32,15.83,2.88,0.04,1.64,3.57,0.53,4.31,0.166,<0.002,1.5,0.39,7.2,99.84,654,2.7,2.4,17,<0.1,50.5,2.2,0.2,<0.1,<0.1,<0.01,<0.1,<0.5,47,11.5,9.8,5,87,189.9,0.6,<1,3.1,0.6,21,1,0.7,2.7,0.2,2.5,3,5,95,15.6,33.3,3.9,15.1,2.4,0.6,1.6,0.2,1,0.2,0.5,0.1,0.5,0.1,0.8,ALK,Dacite,22.1
TI3425,69.24,0.298,14.63,3.7,0.03,0.6,2,2.78,2.87,0.086,0.004,0.4,<0.02,3.6,99.89,440,2.1,0.6,32,<0.1,<0.5,2.6,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,35,16.8,7.3,5,43.2,69.8,0.9,<1,<0.5,0.3,16.9,<1,0.4,3.4,0.3,1.4,3.2,4.7,118.3,13.2,25.4,2.7,9.6,1.6,0.5,1.2,0.2,1,0.2,0.5,0.1,0.4,0.1,0.8,ALK,Dacite,34.7
03-PJM-150a,67.19,0.326,15.94,2.53,0.03,1.19,2.4,5.49,1.45,0.157,0.002,0.47,<0.02,3.2,99.86,307,3.7,1.7,47,<0.1,<0.5,4.3,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,40,6.7,3.2,5,32.7,257.2,0.8,<1,0.5,0.1,19.9,<1,0.8,2.8,0.2,2.7,3.7,6.5,103.1,15.4,32.7,3.9,15.1,2.6,0.7,1.8,0.3,1.1,0.2,0.6,0.1,0.6,0.1,0.9,ALK,Dacite,52.4
00-CMV-219-B,67.86,0.343,16.62,2.78,0.06,0.48,1.69,3.85,2.77,0.115,<0.002,0.37,<0.02,3.3,99.85,578,3.2,2.1,80,<0.1,<0.5,0.9,<0.1,<0.1,0.2,<0.01,<0.1,<0.5,33,12.7,7.6,4,90.3,147.2,5.4,<1,<0.5,0.2,20.9,1,0.8,3.1,0.2,3,3.4,5,115.6,13.4,29.7,3.3,13.2,2.3,0.6,1.7,0.2,1,0.2,0.5,0.1,0.4,0.1,0.4,ALK,Dacite,85.3
85J0325,68.45,0.33,15.93,1.91,0.02,0.79,3.37,5.43,1.96,0.115,<0.002,0.18,0.05,1.5,99.79,676,8.8,1.8,14,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,34,2.7,4.6,2,46.4,653,1.6,<1,<0.5,0.1,21.5,1,1,3.2,0.2,2.1,2.7,3.4,107.2,12.1,27.3,3.4,14.4,2.6,0.6,1.6,0.2,0.7,0.1,0.2,0,0.2,0,1.4,ALK,Dacite,24.6
03-PJM-010,60.9,0.315,15.09,6.19,0.16,1.98,4.25,3.36,2.12,0.118,0.003,0.88,2.34,5.3,99.81,326,415.5,8.5,89,1.2,68.7,10.4,0.3,2.4,<0.1,0.04,<0.1,<0.5,37,15.1,12.8,4,51.4,114.6,2.1,<1,2,0.2,17.8,<1,0.8,2.6,0.2,2.4,3.1,5.7,89,12.1,25.9,3.1,12.6,2.1,0.7,1.6,0.2,1,0.2,0.6,0.1,0.5,0.1,1.1,ALK,Dacite,513
GOL064,64,0.325,15.49,3.62,0.02,1.21,2.09,7.84,0.51,0.149,<0.002,0.73,1.86,4.7,99.91,139,265.3,1.8,5,0.3,1187.8,51.3,0.1,0.4,<0.1,0.04,<0.1,<0.5,38,5.8,8.5,3,8.7,194.1,<0.1,<1,6.5,<0.1,16.4,<1,0.8,2.9,0.3,2.1,3.4,5.6,98.6,14.4,32,3.7,14.4,2.6,0.6,1.7,0.2,1.1,0.2,0.6,0.1,0.5,0.1,0.6,ALK,Dacite,272.1
TRIP2,61.36,0.36,17.14,2.89,0.05,1.67,2.9,4.61,3.26,0.13,0.005,1.23,0.02,5.5,99.84,572,18.8,2.4,41,<0.1,2.6,4.1,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,56,17.2,7.5,5,66.2,142,0.6,<1,4.3,<0.1,17.5,<1,0.7,2.6,0.3,2.6,5.3,5.6,92.1,16.2,37.4,4.2,16.8,2.8,0.7,2,0.2,1.1,0.2,0.5,0.1,0.6,0.1,0.9,ALK,Dacite,62.2
GOL063,64.68,0.342,16.26,3.05,0.03,1.3,3.53,5.6,1.77,0.151,0.002,0.59,0.77,3.1,99.83,383,467.2,2.3,28,0.7,105.6,19.3,<0.1,0.9,0.2,0.03,<0.1,0.7,50,9.4,18.4,5,41.4,345.3,0.3,1,1.5,0.8,19.7,1,1,2.5,0.2,2.4,3.4,6.5,99.3,14.5,33.2,4,16.1,2.8,0.9,1.9,0.3,1.3,0.2,0.6,0.1,0.6,0.1,0.5,ALK,Dacite,497.5
GOL221,62.77,0.336,15.9,3.21,0.05,1.54,3.33,8.42,0.46,0.139,0.002,0.65,0.16,3.7,99.85,191,180.2,0.8,9,<0.1,16.3,2.5,<0.1,<0.1,<0.1,0.19,<0.1,<0.5,57,7.7,8.1,5,16,160.2,2.2,<1,5.1,0.1,20.3,<1,0.9,2.9,0.3,2.8,3.5,7,101.7,16.2,34.6,4.1,15.8,2.7,0.8,1.9,0.3,1.3,0.2,0.6,0.1,0.7,0.1,0.6,ALK,Dacite,190
03-PJM-008,63.98,0.351,16.6,3.47,0.1,1.85,2.42,2.5,3.18,0.12,0.003,0.88,0.77,5.1,99.71,442,20.8,2.9,1323,0.1,8.2,17.5,0.2,0.2,3,0.19,<0.1,<0.5,42,16.1,7.5,4,78.4,98.1,1,<1,6.3,0.3,18.6,<1,0.7,2.7,0.2,2.3,3.2,5.1,94.5,12.8,27.5,3.3,12.8,2.2,0.6,1.5,0.2,1,0.2,0.5,0.1,0.5,0.1,0.7,ALK,Dacite,1346.7
KL1211 19FT,61.91,0.312,14.75,3.05,0.08,1.67,3.35,4.91,3.13,0.17,0.007,1.34,0.86,6.2,99.51,1978,9.3,12.3,33,0.1,3.5,9.3,1.1,0.1,<0.1,0.03,<0.1,<0.5,32,13.2,7.9,6,71.4,1472.6,3.9,<1,0.5,0.2,17.9,2,2.9,3.7,0.3,7.7,5.4,9.6,130.8,38.3,78.8,8.7,33.3,5.3,1.3,3.3,0.4,1.8,0.3,0.9,0.1,0.9,0.1,0.6,ALK,Dacite,54.6
03-PJM-002,61.27,0.367,16.91,2.69,0.03,1.25,2.87,9.35,0.3,0.211,<0.002,1.04,0.7,4.6,99.89,91,47.8,2.3,4,0.1,587.8,17.4,0.3,0.9,<0.1,0.05,<0.1,<0.5,11,8.3,9.5,4,5.1,197.2,<0.1,<1,9.3,0.6,15.6,<1,0.7,2.9,0.2,2.5,3.7,6.2,100.1,19.1,38.7,4.5,17.5,2.9,0.8,2,0.3,1.2,0.2,0.6,0.1,0.6,0.1,1,ALK,Dacite,54.1
KL0609 74FT,67.02,0.359,16.14,3.02,0.03,1.61,1.67,0.08,5.67,0.171,0.008,0.33,<0.02,4.1,99.85,659,2.8,13.1,27,<0.1,<0.5,1.1,0.6,<0.1,<0.1,<0.01,0.1,<0.5,41,14.7,5.5,7,206.4,318.3,7.7,1,0.8,<0.1,19.9,4,2.4,3.9,0.4,6,6.8,15.5,138.4,31.6,63.3,7.6,30.7,5.3,1.4,4,0.6,3.1,0.5,1.4,0.2,1.4,0.2,0.6,ALK,Dacite,42.9
83J0302,67.73,0.363,16.29,3.78,0.05,2.16,2.24,3.22,1.61,0.124,0.004,0.02,<0.02,2.3,99.87,154,29.7,2.5,59,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,44,16.9,10.6,6,40.6,179.7,1.8,<1,2.1,0.2,19.7,<1,0.2,2.9,0.2,0.7,2.8,3.7,103.1,9.7,22.4,2.3,9.1,1.6,0.6,1.2,0.2,0.8,0.1,0.4,0.1,0.3,0,1.3,ALK,Dacite,91.2
GOL127,61.87,0.362,15.98,3.08,0.03,1.63,3.73,4.7,2.48,0.152,<0.002,1.31,1.02,5.9,99.87,542,6.7,1.3,11,<0.1,43.9,19.9,0.2,0.3,<0.1,0.04,<0.1,<0.5,52,10.8,8.6,5,50.9,340,0.3,<1,5.8,0.3,19.1,<1,0.9,2.7,0.3,2.4,3.5,6.3,97.8,15.1,33.4,3.8,14.7,2.5,0.7,1.7,0.3,1.2,0.2,0.6,0.1,0.6,0.1,0.7,ALK,Dacite,19
MON038,61.69,0.356,15.7,4.19,0.08,1.71,3.92,5.64,2.09,0.229,0.005,0.78,0.15,4.1,99.74,1064,22,4.9,39,<0.1,1.3,<0.5,<0.1,<0.1,<0.1,<0.01,0.2,<0.5,74,9,9.2,8,50.9,379.4,1.1,<1,1.1,0.1,17.7,3,3.2,4.6,0.7,5.2,11.8,16.5,157.9,27.5,60.3,7.5,28.6,5.4,1.4,4.3,0.6,2.9,0.6,1.7,0.3,1.6,0.2,1.3,ALK,Dacite,65.9
73J1143,64.49,0.373,16.43,3.62,0.06,1.78,3.52,5.93,1.24,0.155,0.005,0.06,0.08,2.2,99.8,228,17.1,2.8,48,<0.1,<0.5,0.6,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,56,19.1,11.4,6,12.3,598.8,<0.1,<1,<0.5,<0.1,18.9,1,1.1,2.9,0.4,4.6,8.3,7.9,106.6,35,78.4,9.2,34.4,4.7,1.1,2.8,0.3,1.5,0.3,0.7,0.1,0.7,0.1,0.7,ALK,Dacite,67.9
TI3488,53.23,0.281,12.35,2.86,0.23,0.99,13.38,3.14,2.1,0.09,0.006,2.7,0.03,11.2,99.86,633,11.6,2.8,41,<0.1,1.5,<0.5,<0.1,0.1,<0.1,<0.01,<0.1,<0.5,36,62.2,7.1,5,84.3,321.6,3.9,<1,<0.5,0.6,15.7,2,0.7,2.6,0.3,2.1,3.7,6.6,91.1,13.1,25.7,3.1,11.6,2,0.6,1.6,0.2,1.1,0.2,0.5,0.1,0.6,0.1,0.6,ALK,Dacite,55.4
003VOI0305-1,58.87,0.381,16.74,4.09,0.08,1.09,2.28,6.73,4.83,0.179,<0.002,0.92,1.32,4.4,99.64,1090,607.6,45.1,65,0.4,288.7,5,1.7,1.3,0.2,<0.01,<0.1,<0.5,67,9.3,9.4,6,102.2,435.7,1.3,32,7.3,1.6,19.9,<1,3.2,3.8,0.3,11.4,6.1,13,155,44,85.9,9,31.4,4.9,1.3,3.3,0.5,2.3,0.5,1.3,0.2,1.4,0.2,0.1,ALK,Dacite,717.7
GOL168,63.11,0.358,15.72,2.88,0.03,1.43,3.84,5.13,2,0.137,<0.002,1.06,0.25,5.2,99.8,481,122,0.7,13,<0.1,64.6,0.7,<0.1,<0.1,<0.1,0.24,<0.1,<0.5,68,8.6,8.4,5,46,386.4,0.4,<1,5.5,0.6,18.2,1,0.9,2.5,0.3,2.5,3.7,6.5,91.1,14.9,32.5,3.8,15.6,2.6,0.7,1.7,0.2,1.2,0.2,0.6,0.1,0.6,0.1,0.8,ALK,Dacite,135.7
MON023,55.81,0.394,17.23,4.41,0.11,1.77,4.71,5.27,2.74,0.183,0.006,1.77,0.39,7.1,99.74,798,29.9,8.3,43,<0.1,1.3,5.6,<0.1,0.1,<0.1,<0.01,<0.1,<0.5,84,10.2,9.4,9,66,513.1,1,2,4.3,<0.1,22.7,3,3.1,5.2,0.8,6.3,15,18.8,170.7,29.7,66.8,8.1,31.2,5.9,1.5,4.4,0.7,3.3,0.6,1.7,0.3,1.7,0.3,0.8,ALK,Dacite,81.2
TI4355,65.27,0.386,16.68,3.75,0.06,3.29,0.76,6.84,0.56,0.145,0.012,0.06,<0.02,2.1,99.88,185,10.9,11.4,46,<0.1,<0.5,2,<0.1,<0.1,0.2,<0.01,<0.1,<0.5,55,37.3,10,6,14.6,97.4,0.3,<1,<0.5,0.3,16.3,<1,0.8,2.9,0.2,2.4,3.6,4.8,108.6,8.8,23.2,2.5,10.8,1.7,0.4,1.1,0.2,0.7,0.1,0.5,0.1,0.5,0.1,0.3,ALK,Dacite,68.3
03-PJM-140a,59.32,0.357,15.3,6.8,0.1,1.87,3.28,0.44,4.1,0.174,0.002,1.74,1.59,8,99.74,896,349.7,1.6,113,0.6,15.8,1.8,<0.1,0.4,<0.1,0.01,<0.1,<0.5,48,14.1,13.3,5,107.8,70.1,2.3,2,3.6,1.1,18.9,<1,1.3,2.8,0.2,2.8,3.6,7.1,100.5,13.9,30.6,3.6,14.6,2.4,0.6,1.7,0.2,1.2,0.2,0.7,0.1,0.7,0.1,1.2,ALK,Dacite,464.3
UC.09.01 166.1M,60.23,0.396,16.94,4.22,0.13,1.36,1.82,5.32,5.59,0.181,0.002,0.6,0.18,3.4,99.61,1876,224,13,29,0.1,57.6,6,0.7,0.1,<0.1,<0.01,0.2,<0.5,104,3.1,7.4,6,191,359,2.9,1,13.7,9.3,19.8,3,3.1,4.3,0.3,12.9,6.7,14.7,159.2,48.9,94.4,9.8,34.9,4.98,1.28,3.03,0.48,2.45,0.48,1.44,0.22,1.51,0.25,,ALK,Dacite,265.1
TI0328,71.79,0.329,14.05,3.61,0.39,0.93,0.78,0.3,3.8,0.073,<0.002,0.35,0.58,3.5,99.59,443,17.4,471.8,2136,6.1,22.3,27.3,0.9,0.6,12,0.04,<0.1,1.3,32,7.7,5.8,7,87.7,28.6,1.2,20,1.2,1,15.1,<1,1.7,4.8,0.8,6.1,6.5,16.5,145.1,22.3,43.2,5.1,19.2,3.4,0.8,3,0.5,2.6,0.6,1.7,0.3,1.9,0.3,0.4,ALK,Dacite,2625.2
85J0717,58.77,0.461,19.41,4.07,0.06,2.72,0.59,2.13,4.69,0.119,0.026,1.63,1.05,6.7,99.75,665,86.4,21.1,724,0.2,<0.5,9.5,0.1,0.4,1.6,0.03,<0.1,1.8,80,102.5,15,14,121.6,127.8,3.7,10,0.7,2.3,26.9,<1,1.6,4.3,0.5,6.5,5.4,13,150.8,3.6,10.3,1.5,6.2,2.2,0.8,2.5,0.4,2.4,0.5,1.2,0.2,1.3,0.2,0.5,ALK,Dacite,831.5
SM09004,64.87,0.404,16.68,2.63,0.04,1.14,3.61,4.73,2.05,0.126,0.002,0.55,<0.02,3.5,99.83,552,12.7,1.2,43,<0.1,1.4,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,47,9.1,7.7,4,51.9,427.8,0.6,1,2.8,<0.1,21.5,<1,0.7,3.2,0.2,2.5,3.4,5.7,115.7,16.9,37.1,4.5,18.8,3.2,0.8,2.3,0.3,1.2,0.2,0.5,0.1,0.5,0.1,1,ALK,Dacite,56.9
93D0013,67.86,0.39,15.82,2.44,0.03,0.94,2.16,5.67,3.23,0.229,<0.002,0.02,<0.02,0.8,99.56,1972,3.1,5.9,26,<0.1,1.8,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,33,1.6,3.4,3,67.6,1394.8,0.9,1,<0.5,0.1,24,2,1.5,4,0.2,5.8,3.2,5.1,127.8,34.1,80.5,9.6,38.9,6.8,1.6,3.9,0.4,1.3,0.1,0.3,0,0.2,0,0.4,ALK,Dacite,35
KL1074 82FT,61.73,0.34,13.55,3.27,0.07,2.3,3.89,4.48,3.31,0.153,0.021,1.54,0.08,6.5,99.6,1943,18.3,13.4,31,<0.1,1,1.6,0.9,0.1,<0.1,<0.01,<0.1,<0.5,32,34.9,7.5,8,97.1,728.3,2.4,1,1.4,0.7,17.5,3,3.1,4.1,0.3,5.4,6.4,14.4,133.4,29.8,63,7.5,30.5,5.4,1.4,4.1,0.6,2.5,0.5,1.3,0.2,1.2,0.2,0.7,ALK,Dacite,62.7
83J0212,69.13,0.359,14.24,3.74,0.03,3.07,0.39,6.03,0.25,0.123,0.012,0.04,<0.02,2.5,99.88,31,5.9,2.4,23,<0.1,0.6,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,73,38.1,11.5,9,6.5,149.6,0.3,1,0.9,0.5,18.3,<1,2.7,3.4,0.5,8.6,5.2,6.5,119.9,6.9,16.7,1.9,6.6,1.4,0.4,1.2,0.2,1.2,0.3,0.7,0.1,0.8,0.1,0.9,ALK,Dacite,31.3
85J0634,61.07,0.45,17.13,4.74,0.09,2.22,3.66,5.51,3.23,0.16,0.01,0.07,0.01,0.6,98.85,1262,5,16,70,< 0.5,,< 5,< 0.5,< 0.4,,,0.2,,93,,12,7,90,1117,2.4,2,< 1,< 2,22,2,1.3,3.8,0.3,7.1,5,10,148,27.7,52.6,6.4,24,4,1.1,3.2,0.4,2,0.4,1.1,0.2,1.1,0.2,,ALK,Dacite,91
83J0187,68.13,0.413,15.56,2.3,0.03,1.02,1.99,5.27,3.48,0.177,<0.002,0.02,<0.02,1.3,99.67,1246,3.3,1.8,35,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,46,8.8,5.8,3,68.4,895.6,0.5,<1,<0.5,0.2,20.5,1,2.3,4.5,0.3,6.3,4.7,6,162,36.1,74.9,9.1,34.2,4.8,1.2,2.6,0.3,1.3,0.2,0.4,0.1,0.4,0.1,0.6,ALK,Dacite,40.1
85J0044,66.1,0.403,14.95,2.71,0.03,1.6,3.26,4.79,2.19,0.158,0.007,0.61,<0.02,3.6,99.86,529,19.9,1.7,53,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,0.7,49,19.8,8.3,4,48.8,241.3,1.5,<1,0.9,<0.1,20.1,1,1.1,3.4,0.2,3.7,3.2,6.4,112.2,15.9,35.3,4.4,17.2,3.1,0.8,2.4,0.3,1.2,0.2,0.5,0.1,0.5,0.1,0.8,ALK,Dacite,74.6
73J1155,63.64,0.329,11.99,12.7,0.08,3.24,1.45,3,0.12,0.114,0.003,0.04,<0.02,3.2,99.86,29,9.1,1.2,62,<0.1,3.6,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,45,17.6,11.4,6,7.9,190.8,0.3,<1,<0.5,<0.1,12.7,<1,0.5,3.2,0.3,1.9,2.8,8.7,100,11.9,26.1,3,11.9,2.2,0.8,1.9,0.3,1.7,0.3,0.9,0.1,0.8,0.1,0.4,ALK,Dacite,72.3
76J0127,57.78,0.49,17.81,4.69,0.12,1.06,3.99,8.33,1.76,0.194,<0.002,0.76,0.26,3.4,99.66,859,9.7,10.3,80,<0.1,1.3,0.5,<0.1,0.3,<0.1,<0.01,<0.1,<0.5,68,2.8,6,3,29,788.1,0.5,2,1.1,0.5,19.4,4,4.5,7.3,0.8,14.8,16.9,29.1,286.6,79.9,164.5,18.8,71.5,11.4,2.9,7.9,1.1,5.2,0.9,2.6,0.4,2.7,0.4,1.3,ALK,Dacite,100
KL0598 42FT,59.9,0.391,14.1,4.22,0.09,2.94,3.58,5.31,2.77,0.291,0.02,1.25,0.05,5.8,99.39,3033,20.6,16.6,70,<0.1,<0.5,1,0.4,1.5,<0.1,<0.01,<0.1,<0.5,56,60.5,10.9,8,59.2,1584,2.2,1,0.7,0.3,16.6,2,3.1,4.6,0.4,8.8,7.8,16.6,159.8,44.6,88.8,10.8,43.5,7,1.8,4.9,0.7,3.2,0.5,1.5,0.2,1.4,0.2,0.4,ALK,Dacite,107.2
93D0288,71.97,0.384,13.55,2.69,0.04,1.16,0.73,4.87,3.19,0.15,0.014,0.07,<0.02,1.1,99.82,611,30.6,3.6,34,<0.1,<0.5,0.6,<0.1,0.4,<0.1,<0.01,<0.1,<0.5,63,27.3,9,8,113.5,154.5,1.4,2,0.6,0.2,14.8,<1,3.4,6,0.7,11.2,6.6,11.3,204.8,20,47.2,5.3,19.5,3.4,0.7,2.6,0.4,2.1,0.4,1.1,0.2,1.1,0.2,0.5,ALK,Dacite,68.2
TI2259,69.59,0.414,14.6,2.32,0.09,0.41,2.32,4.13,1.59,0.205,<0.002,0.8,<0.02,4.2,99.89,288,6.5,1,65,<0.1,0.7,2.4,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,29,3.7,2.1,4,32.1,201.5,1.1,1,<0.5,0.1,16.5,<1,0.5,3.7,0.3,1.9,3.8,9.9,137.9,11.3,25.8,3.1,12.4,2.4,0.7,2.3,0.3,1.8,0.4,1,0.2,0.9,0.2,0.5,ALK,Dacite,72.5
KL0593 21FT,59.67,0.399,13.9,4.07,0.08,3.42,3.63,4.66,3.86,0.315,0.024,0.98,0.2,4.9,98.95,2938,20.4,31.7,55,<0.1,0.6,1.6,0.5,0.4,<0.1,<0.01,0.3,<0.5,57,71.1,11.1,8,85.9,5268.4,4.2,<1,0.7,0.4,16.7,3,3.3,4.2,0.4,8.6,7.6,16.3,158.3,45.2,91.7,10.9,43.6,7.3,1.8,4.8,0.7,3.2,0.6,1.4,0.2,1.3,0.2,0.4,ALK,Dacite,107.1
TB09008,71.45,0.444,15.26,3.81,0.04,1.12,0.32,1.9,2.79,0.125,<0.002,0.03,<0.02,2.6,99.85,600,7.5,3.9,75,<0.1,0.6,0.6,<0.1,<0.1,0.1,<0.01,<0.1,<0.5,33,5.7,5.5,7,63.8,117.9,1.9,2,0.7,0.3,16.2,1,1,4.9,0.7,4.4,7.9,20.7,169.5,15.5,36.8,4.4,19.2,3.3,0.7,3.3,0.5,3.4,0.7,2.1,0.3,2.1,0.3,1.7,ALK,Dacite,86.4
93D0804,64.64,0.444,15.12,4.47,0.11,1.82,2.89,3.57,2.63,0.097,0.004,0.62,0.88,4.1,99.89,321,50.9,4.5,90,0.1,5,3.3,0.2,<0.1,0.4,<0.01,<0.1,<0.5,52,19.4,3.6,7,55.5,153.5,2.2,<1,4.9,0.3,16.7,1,0.7,3.5,0.4,3,4.5,10.6,120.3,16.1,32.6,3.6,13.2,2.3,0.7,2.3,0.4,2.1,0.4,1,0.2,1,0.2,0.5,ALK,Dacite,145.4
73J1119,69.63,0.388,13.21,3.37,0.04,1.71,3.35,5.73,0.05,0.086,0.005,0.31,<0.02,2.3,99.89,43,15.8,0.9,25,<0.1,0.6,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,61,21.9,8.7,7,1.3,133.9,<0.1,<1,<0.5,<0.1,13,<1,0.4,2.9,0.2,1.9,2.8,6.2,99.5,9.7,21.8,2.5,10.1,1.9,0.6,1.7,0.3,1.2,0.2,0.7,0.1,0.7,0.1,0.9,ALK,Dacite,41.7
93D0246,69.91,0.428,13.86,4.1,0.05,1.76,0.73,4.92,2.31,0.129,0.012,0.04,0.07,1.6,99.81,516,56.6,2.8,53,<0.1,2.5,2.5,0.2,0.3,<0.1,<0.01,<0.1,0.6,82,37.1,14.4,10,74,186.8,1.5,2,0.7,0.8,16.6,1,2.8,4.1,0.6,8.3,6.3,13.1,146.6,25.3,51.2,6,21.9,3.7,0.9,2.9,0.5,2.2,0.5,1.3,0.2,1.2,0.2,0.5,ALK,Dacite,112.4
85J0069,87.43,0.13,4.09,2.07,0.02,0.31,0.73,1.63,0.3,0.044,0.004,0.14,1.48,1.8,98.56,64,3803.3,4.2,7721,9.2,182.1,0.7,<0.1,16.7,53.5,0.08,<0.1,2.5,22,11.5,18.9,3,5.3,57.4,<0.1,<1,1,2.7,5.8,<1,0.2,0.9,0.2,0.6,2.1,2.7,40.4,1.6,3.4,0.4,1.6,0.4,0.1,0.3,0.1,0.4,0.1,0.3,0.1,0.3,0,0.6,ALK,Dacite,11528.5
73J1217,66.22,0.49,15.37,4.65,0.05,1.95,3.46,4.96,0.85,0.125,0.006,0.05,<0.02,1.7,99.87,212,5.4,2.3,41,<0.1,0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,75,26.4,12.5,9,22.7,220.5,0.2,<1,<0.5,0.1,17.1,<1,0.4,3.2,0.3,1.6,3.7,8.2,114.2,12.2,26.9,3.1,11.9,2.2,0.7,1.8,0.3,1.5,0.3,0.9,0.1,0.8,0.1,0.8,ALK,Dacite,48.7
85J0735,71.33,0.4,12.42,4.06,0.03,2.13,1.33,4.07,1.51,0.101,0.019,0.26,0.08,2.4,99.84,339,30.7,6.2,61,<0.1,0.8,24.1,0.1,0.1,<0.1,<0.01,<0.1,<0.5,69,57.2,13.4,10,31.3,147.5,0.8,<1,0.5,0.6,14.8,<1,1.3,2.3,0.3,3.8,4.1,9.8,87.1,18.6,40.3,4.5,16.5,2.9,0.7,2.4,0.3,2.1,0.3,1,0.2,1.1,0.1,0.8,ALK,Dacite,97.9
KL1172 210FT,65.57,0.47,14.33,3.46,0.04,1.06,2.42,8.11,0.34,0.095,0.02,0.89,0.51,3.8,99.77,1118,25.8,5.2,19,0.1,29.2,2.1,<0.1,0.4,<0.1,<0.01,<0.1,<0.5,43,43.7,14.8,8,7.9,232.3,0.2,<1,5.6,28.4,16.4,<1,1,3.2,0.3,3.5,3.8,11,108.6,20.4,47.5,5.6,22.4,3.9,1.1,2.9,0.4,2,0.4,1.2,0.2,1,0.2,0.5,ALK,Dacite,50
83J0228,60.83,0.543,15.76,4.56,0.05,2.63,2.72,6.63,2.72,0.322,0.01,0.43,0.47,3,99.76,688,56.9,7.6,51,0.1,7.7,17.4,0.2,0.1,<0.1,<0.01,<0.1,1,83,22.6,19.4,9,55.3,282.1,2.3,1,1.1,1.5,16.5,2,3.4,5.8,0.5,11.3,7,16,218.5,26.6,62.9,7.2,28,6.6,1.7,5.2,0.7,3.2,0.5,1.5,0.2,1.5,0.2,0.8,ALK,Dacite,115.5
92J0410,68.21,0.525,15,4.44,0.07,0.53,1.67,3.24,2.77,0.132,<0.002,0.37,<0.02,3.3,99.86,547,7.2,1.3,45,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,48,4.5,7.6,8,85.1,87.9,1.7,2,0.5,1,17,1,1.2,4.5,0.6,4.8,7,18.8,165.4,20.2,42.5,4.8,16.8,3.5,0.9,3.4,0.6,3,0.7,1.8,0.3,1.9,0.3,1.8,ALK,Dacite,53.5
MON025,70.58,0.478,13.5,2.22,0.05,1.14,2.44,5.96,0.78,0.135,0.003,0.46,<0.02,2.6,99.85,314,0.8,2.2,25,<0.1,0.5,4.8,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,42,10.1,5.5,7,21,195.2,0.2,2,0.9,1.4,15.3,<1,1.6,6.5,0.8,6.7,10,25.4,233.8,38.6,86.5,9.8,34.1,5.5,1.1,4.3,0.7,4.2,0.9,2.7,0.4,2.7,0.4,1,ALK,Dacite,28
